Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
2.6,0.4,575.0,1
8.1,8.1,1300.0,0
0.1,6.4,2050.0,1
1.5,8.1,125.0,0
8.0,3.5,50.0,1
6.2,3.0,1350.0,0
3.3,8.1,1250.0,0
0.1,2.1,1525.0,1
0.1,4.1,500.0,0
8.1,0.1,700.0,0
2.8,4.5,1375.0,0
4.6,2.4,50.0,0
0.1,8.1,1350.0,1
5.7,6.1,1375.0,0
2.6,5.2,50.0,1
3.5,1.5,1275.0,1
0.9,1.8,50.0,0
0.1,1.4,825.0,1
5.3,0.2,825.0,0
0.1,6.9,650.0,0
0.1,5.1,1425.0,1
8.1,4.9,1225.0,1
0.1,3.7,2050.0,1
6.9,1.2,175.0,1
8.1,1.6,1200.0,1
1.9,6.6,1525.0,0
3.7,7.9,50.0,0
4.9,0.5,300.0,1
1.7,2.7,1200.0,0
0.6,5.8,200.0,0
3.0,1.0,75.0,0
6.0,8.1,1225.0,1
