Conc_AP_Lys_20_2_(mM),Conc_AP_Asp_30_2_(mM),Phase,Barcode
0.7,1.2,-1,5136754MQ40L
7.9,2.7,-1,335636ZNFMM5
1.0,6.8,-1,8751108M5XGH
4.3,1.7,-1,131635P2GIB9
0.8,4.0,-1,881158HRYN9L
6.0,2.2,-1,116578BLTB2L
2.6,1.2,-1,136578JSUVE7
0.9,5.4,-1,713111G5U3ZQ
