Conc_AP_Lys_250_2_(mM),Conc_AP_Asp_30_2_(mM),Phase,Barcode
2.4,0.8,-1,700991XNSNSE
8.1,8.1,-1,330400K2APCJ
0.1,8.1,-1,071403EVF1LH
8.1,2.2,-1,100939VBU3H1
4.1,5.4,-1,7719303R9QWS
0.1,4.1,-1,3371075KU75S
5.6,0.1,-1,0910096R2U51
7.2,5.1,-1,0094009U1LZ0
