Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.1,4.2,525.0,0
8.1,8.1,1275.0,0
8.1,0.1,100.0,0
4.3,8.1,50.0,1
5.2,2.8,1250.0,0
2.4,8.1,1400.0,0
2.7,0.4,50.0,0
0.1,4.0,1750.0,0
8.1,4.8,50.0,1
0.1,0.3,1000.0,1
0.5,8.1,350.0,1
8.1,0.4,1050.0,1
4.7,3.5,50.0,1
8.1,4.6,1275.0,1
5.0,0.3,675.0,0
5.1,6.1,1375.0,0
2.0,2.9,1150.0,0
2.3,5.6,75.0,1
0.1,1.4,300.0,0
0.1,6.8,1650.0,0
2.5,5.5,1250.0,1
2.7,0.4,1000.0,0
7.0,2.4,150.0,1
1.8,3.1,50.0,0
7.5,2.4,1300.0,0
4.7,1.3,175.0,1
5.9,0.7,1175.0,0
0.1,2.1,1325.0,1
0.1,6.3,650.0,0
5.9,8.1,1350.0,1
1.7,0.2,525.0,0
7.1,0.1,575.0,0
