Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
6.9,7.5,1
0.1,0.1,0
8.1,0.1,0
0.1,8.1,0
4.1,3.2,1
0.2,4.1,0
8.1,3.9,1
3.4,6.7,1
