Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
3.1,3.0,1
0.9,8.1,0
8.1,0.9,0
4.8,0.2,0
3.0,6.0,1
6.1,2.3,1
8.1,2.8,1
2.7,7.8,1
