Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
4.6,1.1,1
1.2,8.1,0
0.1,3.2,0
8.1,1.2,1
1.4,0.2,0
1.2,5.5,1
0.1,1.4,0
6.3,1.3,1
