Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
2.3,7.9,200.0,1
8.1,0.4,1250.0,0
0.1,0.1,675.0,0
0.1,5.7,1825.0,1
8.1,7.6,1250.0,0
7.0,4.0,50.0,1
4.4,3.9,1300.0,1
4.6,0.4,450.0,1
0.1,4.6,725.0,0
3.2,8.1,1350.0,0
1.7,2.5,50.0,1
8.1,0.5,150.0,0
8.0,4.0,1275.0,0
0.1,2.3,1400.0,0
2.9,1.0,1125.0,1
0.1,8.1,1225.0,1
1.9,5.3,1275.0,1
4.5,2.7,50.0,1
5.5,6.5,1350.0,1
2.4,5.2,50.0,1
0.1,7.3,575.0,1
5.6,1.5,1200.0,0
6.9,0.3,700.0,0
2.2,0.3,300.0,0
0.2,0.1,1250.0,0
0.1,2.6,450.0,0
2.0,3.1,1150.0,0
6.1,1.3,125.0,1
0.8,5.7,325.0,1
0.5,4.2,1500.0,1
3.7,6.7,50.0,1
7.3,5.8,1325.0,0
