Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
3.4,1.0,1
7.9,7.9,1
0.1,7.9,0
7.9,2.8,1
4.0,5.5,1
0.1,3.7,0
0.1,0.1,0
6.4,0.1,0
