Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
0.9,4.1,0
4.1,0.9,1
1.7,7.7,1
0.5,0.1,0
2.5,0.5,0
1.7,0.1,0
0.5,0.9,0
1.3,0.1,0
