Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
2.9,0.7,0
1.7,7.7,1
6.6,1.1,0
0.9,3.7,1
0.7,1.4,1
1.3,5.9,1
5.0,1.0,1
1.6,0.5,1
