Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
7.5,1.0,-1,813881PNO09L
1.9,8.1,-1,258194CKA1XE
0.7,1.4,-1,8757592AVLIH
4.1,0.5,-1,5177776QEZHE
1.1,4.8,-1,9951277KSXEW
2.3,0.6,-1,255251BBD77Q
5.9,0.3,-1,875554FTAUY9
0.8,3.1,-1,455488AZHRKC
