Conc_AP_Lys_20_2_(mM),Conc_AP_Asp_30_2_(mM),Phase,Barcode
1.0,7.0,-1,9990013J0MBC
8.0,2.7,-1,22571331K4X2
1.8,0.9,-1,051209YG90LQ
5.0,1.9,-1,027521IUR933
0.8,4.2,-1,270912NS9PN6
0.7,2.4,-1,019199M5Z05J
3.5,1.4,-1,073972R5510Y
6.6,2.4,-1,273919XOYISO
