Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
6.9,2.5,-1,171727HWQXAY
2.5,8.1,-1,717227BOWOFC
2.5,3.7,-1,476767M69C0W
4.5,2.1,-1,622271S22Q6Z
3.3,5.7,-1,224252STXWL5
8.1,1.7,-1,742541TCX258
2.1,6.5,-1,15217173K2F8
5.7,1.7,-1,717162ZSMUAU
