Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
6.9,2.5,1
2.5,8.1,1
2.5,3.7,1
4.5,2.1,1
3.3,5.7,1
8.1,1.7,1
2.1,6.5,1
5.7,1.7,1
