Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
1.0,3.4,950.0,1
7.9,0.4,425.0,1
7.0,6.7,1325.0,1
2.5,7.9,125.0,0
3.1,1.0,125.0,1
0.4,7.3,1475.0,1
4.6,0.7,1100.0,1
1.3,4.6,125.0,1
3.7,5.8,1325.0,0
0.4,0.1,1025.0,0
0.1,7.0,650.0,0
6.7,3.1,1250.0,0
0.1,1.6,275.0,0
0.4,4.6,1700.0,0
3.7,3.1,1250.0,0
7.0,0.7,1100.0,1
5.8,0.7,200.0,0
2.2,1.3,1175.0,1
0.1,1.9,1325.0,0
1.6,4.9,1250.0,0
0.4,4.6,575.0,1
6.1,4.9,1325.0,0
0.7,6.4,200.0,0
4.9,7.3,1325.0,1
1.9,2.8,50.0,1
1.3,0.4,125.0,0
0.1,5.5,950.0,0
4.3,0.4,425.0,1
0.4,0.4,575.0,0
0.4,2.8,575.0,1
7.3,1.3,125.0,0
1.9,0.4,875.0,0
