Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
3.4,0.8,0
2.0,8.0,1
8.1,1.1,0
0.9,3.8,0
0.6,1.0,1
1.3,5.8,1
6.1,1.0,0
2.0,0.6,1
