Conc_AP_Lys_100_(mM),Conc_AP_Asp_100_(mM),Phase,Barcode
0.6,2.1,-1,012100AMS6LS
8.1,0.8,-1,7882739ECM69
1.4,8.1,-1,089030W6DYKO
4.1,0.3,-1,222280JXL6SC
0.3,5.2,-1,080718CTSKSV
2.0,0.6,-1,897302A6Z0PZ
6.1,0.5,-1,32222125KUWF
0.9,3.7,-1,927813HOWXH3
