Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
1.0,0.9,1100.0,0
8.0,7.8,1250.0,1
1.1,8.1,175.0,1
8.0,0.2,2050.0,0
7.7,1.4,150.0,1
0.2,7.4,2050.0,0
5.4,3.4,1300.0,0
1.9,3.2,50.0,0
3.5,8.1,1300.0,1
0.1,5.2,925.0,0
0.2,2.1,2050.0,0
4.6,0.3,725.0,0
8.1,0.4,1100.0,1
0.3,0.5,300.0,0
5.1,3.0,50.0,1
2.9,5.1,1300.0,1
0.4,4.8,1700.0,0
8.1,4.5,1275.0,1
3.0,0.7,150.0,0
0.5,5.4,250.0,1
1.0,7.1,1375.0,1
3.7,7.7,50.0,1
0.2,2.9,600.0,1
3.5,1.7,1200.0,1
5.2,6.3,1350.0,0
0.1,2.7,1425.0,0
1.8,3.3,1050.0,1
5.9,1.1,1175.0,0
6.8,0.4,600.0,1
0.1,7.1,625.0,1
5.5,0.9,175.0,1
7.6,2.4,1275.0,0
