Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
4.6,1.3,1175.0,0
0.4,7.9,350.0,1
7.6,7.9,1325.0,0
0.1,0.7,50.0,0
0.1,4.9,1775.0,1
7.9,3.1,50.0,0
0.1,0.4,1325.0,0
3.1,7.9,1325.0,1
1.0,4.0,725.0,1
7.9,3.7,1250.0,1
4.0,1.9,50.0,0
7.3,0.4,650.0,1
3.7,7.6,50.0,1
3.7,4.6,1325.0,0
2.2,0.1,650.0,0
2.2,4.9,50.0,1
0.4,7.9,1550.0,0
2.2,2.5,1175.0,1
6.1,5.8,1325.0,1
7.9,1.0,1250.0,0
4.9,0.4,500.0,1
0.1,2.8,1475.0,0
0.1,1.9,575.0,1
1.3,2.8,125.0,1
1.6,5.8,1400.0,0
0.1,6.1,725.0,0
6.4,1.6,200.0,1
2.2,0.4,125.0,0
5.5,7.9,1400.0,0
5.5,3.7,1325.0,0
1.9,7.0,125.0,0
7.9,6.1,1250.0,1
