Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
8.1,2.5,250.0,1
0.1,8.1,1950.0,0
0.1,0.5,850.0,1
2.5,8.1,50.0,0
7.7,8.1,1350.0,0
4.5,3.7,1250.0,1
0.1,2.5,2050.0,0
3.7,1.3,50.0,0
0.1,4.9,550.0,0
8.1,1.3,1350.0,0
3.3,7.7,1350.0,0
5.3,0.1,850.0,0
0.9,4.9,1450.0,1
0.1,2.1,50.0,0
7.7,4.5,1350.0,0
2.5,4.9,50.0,1
2.9,1.3,1150.0,1
0.1,7.7,450.0,1
0.1,0.1,1750.0,0
2.5,0.1,550.0,0
0.5,2.1,1350.0,0
7.7,0.5,650.0,1
5.3,6.1,1350.0,0
5.7,2.5,50.0,0
6.1,2.1,1250.0,0
1.7,0.5,50.0,0
1.3,7.3,1450.0,0
5.3,0.5,350.0,1
5.7,8.1,1450.0,0
2.1,3.3,1250.0,0
0.1,6.1,1950.0,1
0.1,0.5,350.0,0
