Conc_AP_Lys_100_(mM),Conc_AP_Asp_30_(mM),Phase,Barcode
7.3,6.9,-1,3788134KGL4W
0.1,0.1,-1,838878JIHSFS
0.1,8.1,-1,838707T6I81O
8.1,0.1,-1,81718777A75F
3.1,4.1,-1,732701713QPM
4.1,0.2,-1,773738TOPP8D
3.8,8.1,-1,037727FK37P3
6.6,3.4,-1,382237PKOLAX
