Conc_AP_Lys_20_2_(mM),Conc_AP_Asp_30_2_(mM),Phase,predicted_Phase,probability_Phase_0,probability_Phase_1
2.0,0.3,-1,0,0.9966725265079504,0.0033274734920496485
2.1,0.3,-1,0,0.9973310948379321,0.0026689051620678583
2.2,0.3,-1,0,0.9978099191646379,0.002190080835362096
2.3,0.3,-1,0,0.9981637390744709,0.0018362609255291318
2.4,0.3,-1,0,0.9984295204429827,0.0015704795570172791
2.5,0.3,-1,0,0.998632381972584,0.0013676180274160288
2.6,0.3,-1,0,0.9987895591111737,0.0012104408888262697
2.7,0.3,-1,0,0.998913019984343,0.0010869800156569909
2.8,0.3,-1,0,0.9990111848625247,0.0009888151374752852
2.9,0.3,-1,0,0.9990900589149305,0.0009099410850694767
3.0,0.3,-1,0,0.9991539832340095,0.0008460167659904982
3.1,0.3,-1,0,0.999206137290912,0.0007938627090879891
3.2,0.3,-1,0,0.9992488787260072,0.0007511212739927942
3.3,0.3,-1,0,0.9992839758258469,0.0007160241741530626
3.4,0.3,-1,0,0.9993127685062291,0.0006872314937709234
3.5,0.3,-1,0,0.9993362811475208,0.0006637188524791782
3.6,0.3,-1,0,0.999355302625986,0.0006446973740139583
3.7,0.3,-1,0,0.9993704437260931,0.0006295562739069283
3.8,0.3,-1,0,0.9993821787722936,0.0006178212277063722
3.9,0.3,-1,0,0.9993908761173316,0.0006091238826684275
4.0,0.3,-1,0,0.9993968206728141,0.0006031793271858987
4.1,0.3,-1,0,0.9994002306841594,0.0005997693158406037
4.2,0.3,-1,0,0.9994012703041335,0.0005987296958664956
4.3,0.3,-1,0,0.9994000590552332,0.0005999409447667858
4.4,0.3,-1,0,0.9993966789674005,0.0006033210325995242
4.5,0.3,-1,0,0.9993911799530224,0.0006088200469775984
4.6,0.3,-1,0,0.9993835838405403,0.0006164161594597317
4.7,0.3,-1,0,0.9993738873539542,0.0006261126460458399
4.8,0.3,-1,0,0.9993620642723045,0.0006379357276955488
4.9,0.3,-1,0,0.9993480669309065,0.0006519330690935021
5.0,0.3,-1,0,0.9993318271816634,0.0006681728183366431
5.1,0.3,-1,0,0.9993132569148884,0.0006867430851116296
5.2,0.3,-1,0,0.9992922481957294,0.0007077518042706288
5.3,0.3,-1,0,0.9992686730757896,0.000731326924210407
5.4,0.3,-1,0,0.9992423831165524,0.0007576168834475538
5.5,0.3,-1,0,0.9992132086383663,0.0007867913616337319
5.6,0.3,-1,0,0.9991809577237518,0.000819042276248183
5.7,0.3,-1,0,0.9991454149798074,0.0008545850201926442
5.8,0.3,-1,0,0.9991063400650546,0.00089365993494539
5.9,0.3,-1,0,0.9990634659795887,0.0009365340204112726
6.0,0.3,-1,0,0.9990164971175091,0.0009835028824909386
6.1,0.3,-1,0,0.9989651070712853,0.0010348929287147257
6.2,0.3,-1,0,0.9989089361795322,0.0010910638204677525
6.3,0.3,-1,0,0.9988475888059156,0.0011524111940843795
6.4,0.3,-1,0,0.9987806303305433,0.0012193696694566825
6.5,0.3,-1,0,0.9987075838415649,0.0012924161584351168
6.6,0.3,-1,0,0.9986279265034455,0.001372073496554549
6.7,0.3,-1,0,0.9985410855808823,0.0014589144191177184
6.8,0.3,-1,0,0.9984464340956265,0.0015535659043734995
6.9,0.3,-1,0,0.998343286095178,0.001656713904822027
7.0,0.3,-1,0,0.9982308914992473,0.0017691085007527363
7.1,0.3,-1,0,0.9981084305039758,0.0018915694960242035
7.2,0.3,-1,0,0.9979750075156062,0.002024992484393806
7.3,0.3,-1,0,0.9978296445814294,0.00217035541857058
7.4,0.3,-1,0,0.9976712742944756,0.002328725705524448
7.5,0.3,-1,0,0.9974987321455728,0.0025012678544271694
7.6,0.3,-1,0,0.9973107482927617,0.002689251707238327
7.7,0.3,-1,0,0.9971059387386276,0.0028940612613723715
7.8,0.3,-1,0,0.9968827958807651,0.0031172041192348843
7.9,0.3,-1,0,0.9966396784398057,0.0033603215601942793
8.0,0.3,-1,0,0.9963748007489812,0.0036251992510187847
8.1,0.3,-1,0,0.9960862214152257,0.0039137785847742634
0.1,0.4,-1,0,0.8634855180919203,0.1365144819080797
0.2,0.4,-1,0,0.8634467928469576,0.13655320715304242
0.3,0.4,-1,0,0.8648937508213521,0.13510624917864789
0.4,0.4,-1,0,0.8682019719816481,0.13179802801835194
0.5,0.4,-1,0,0.8736919130569731,0.12630808694302686
0.6,0.4,-1,0,0.8815520949059419,0.11844790509405811
0.7,0.4,-1,0,0.8917523825851958,0.10824761741480415
0.8,0.4,-1,0,0.9039718177258464,0.09602818227415355
0.9,0.4,-1,0,0.9175776038175627,0.0824223961824373
1.0,0.4,-1,0,0.9316900354820064,0.06830996451799365
1.1,0.4,-1,0,0.9453399693043139,0.054660030695686146
1.2,0.4,-1,0,0.9576753091888577,0.04232469081114232
1.3,0.4,-1,0,0.9681337664524108,0.03186623354758922
1.4,0.4,-1,0,0.976510036914874,0.023489963085125964
1.5,0.4,-1,0,0.982905769928152,0.01709423007184796
