Conc_AP_Lys_100_(mM),Conc_AP_Asp_100_(mM),Phase,Barcode
0.4,4.0,-1,957656YVP0CX
8.1,8.0,-1,162212CWOL3A
7.3,0.3,-1,81692893PYM3
2.8,0.4,-1,868792R9W5WK
1.2,8.1,-1,215161YUI21E
0.5,1.4,-1,229866URXCQY
5.0,0.6,-1,2582720AS3LL
0.6,6.1,-1,888855TCQB08
