Conc_AP_Lys_100_(mM),Conc_AP_Asp_100_(mM),Phase
0.4,4.0,0
8.1,8.0,1
7.3,0.3,0
2.8,0.4,1
1.2,8.1,1
0.5,1.4,1
5.0,0.6,1
0.6,6.1,1
