Conc_AP_Lys_100_(mM),Conc_AP_Asp_100_(mM),Phase,Barcode
1.2,4.8,-1,982281CAJ79P
8.1,1.1,-1,85288807KNL1
3.1,0.1,-1,475954AF3IRM
1.7,8.1,-1,818292MYZ1MJ
1.3,2.1,-1,917872C007CA
5.9,0.1,-1,82198884K8O3
1.1,6.5,-1,478918GX0WAV
1.6,0.5,-1,828228XIDL6C
