Conc_AP_Lys_100_(mM),Conc_AP_Asp_100_(mM),Phase
1.2,4.8,1
8.1,1.1,1
3.1,0.1,0
1.7,8.1,1
1.3,2.1,1
5.9,0.1,0
1.1,6.5,1
1.6,0.5,1
