Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
1.5,2.0,925.0,1
8.1,8.1,1850.0,0
0.2,8.1,2050.0,0
8.1,0.8,50.0,0
2.7,8.1,50.0,0
7.9,2.0,1575.0,0
4.0,5.9,1400.0,0
4.1,3.0,50.0,1
0.1,6.1,775.0,0
5.1,0.1,1000.0,0
0.1,4.7,1650.0,1
0.1,0.1,1575.0,0
0.7,3.6,175.0,1
0.1,0.1,300.0,1
7.2,5.2,1525.0,0
4.8,2.8,1450.0,1
3.3,0.1,325.0,0
8.1,0.8,850.0,1
3.2,8.1,1875.0,0
1.3,7.1,1400.0,0
2.8,0.4,1400.0,0
5.6,8.1,1525.0,0
0.1,8.1,300.0,0
1.9,4.5,1150.0,0
5.8,1.1,375.0,1
2.5,5.5,50.0,0
0.1,2.5,1400.0,0
6.5,0.1,1500.0,0
0.1,0.1,975.0,0
0.1,3.7,750.0,0
2.4,2.3,400.0,1
0.3,5.9,200.0,0
