Conc_AP_Lys_100_(mM),Conc_AP_Asp_30_(mM),Phase,Barcode
3.6,1.3,-1,2979977PLK79
8.1,8.1,-1,287223DJY4QF
0.4,8.1,-1,969886U5PRVN
8.1,3.1,-1,791277DIJY5X
0.3,3.9,-1,77173147QYBD
0.4,0.6,-1,2982699NRHE9
5.9,2.1,-1,72771834QZQX
0.3,6.0,-1,27221998O954
