Conc_AP_Lys_100_(mM),Conc_AP_Asp_30_(mM),Phase,Barcode
0.6,0.6,-1,333285IH2A2R
8.1,3.4,-1,115852XEKVPZ
0.3,7.7,-1,7588834XIXVF
4.5,1.7,-1,857353VCESTH
0.3,4.1,-1,8813313EODXG
2.6,0.9,-1,831827M0L04M
6.4,2.3,-1,822872CUE1Y2
0.2,5.9,-1,323258XZ2H1T
