Conc_AP_Lys_100_(mM),Conc_AP_Asp_30_(mM),Phase
0.6,0.6,1
8.1,3.4,0
0.3,7.7,0
4.5,1.7,0
0.3,4.1,0
2.6,0.9,0
6.4,2.3,1
0.2,5.9,0
