Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
5.6,1.3,150.0,1
0.1,7.6,2050.0,1
7.9,8.0,1275.0,0
8.1,0.2,2050.0,0
1.6,8.1,125.0,0
0.1,0.8,1325.0,0
4.6,3.7,1325.0,1
0.7,2.8,175.0,1
3.4,8.1,1325.0,0
0.1,5.8,950.0,0
7.9,0.4,1000.0,1
3.6,0.4,950.0,1
0.1,4.3,1750.0,1
7.9,4.6,1275.0,1
8.1,3.3,50.0,0
1.7,3.2,1075.0,0
2.7,0.5,200.0,0
0.4,1.4,2050.0,0
2.2,5.3,50.0,0
0.2,0.6,600.0,1
0.7,8.1,1400.0,1
8.1,0.4,325.0,0
2.4,5.6,1325.0,0
5.7,1.4,1175.0,1
4.8,6.2,1350.0,0
0.2,5.0,400.0,1
0.1,7.4,525.0,1
8.1,2.4,1275.0,1
6.2,0.4,650.0,1
3.6,7.3,50.0,1
0.2,2.7,675.0,0
0.2,6.3,1625.0,0
