Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.2,3.1,725.0,0
7.9,8.1,1275.0,1
8.1,0.5,275.0,0
0.1,7.6,2050.0,1
4.9,3.1,2050.0,0
3.5,8.1,75.0,0
4.2,0.5,1025.0,1
3.5,6.4,1325.0,1
8.1,2.7,1275.0,1
4.3,2.5,50.0,1
0.1,7.2,575.0,1
0.2,4.0,1675.0,1
1.3,0.5,150.0,1
0.1,0.2,1250.0,1
1.8,4.9,75.0,0
7.7,3.8,50.0,1
2.8,3.3,1200.0,0
6.4,5.3,1325.0,1
0.6,6.6,1375.0,1
7.1,0.4,950.0,0
5.4,0.4,375.0,0
5.4,2.7,1225.0,1
1.8,0.4,775.0,0
5.3,8.1,1325.0,1
0.3,5.3,900.0,1
0.9,2.8,150.0,1
1.3,8.0,150.0,0
0.3,2.4,1275.0,0
6.5,2.0,100.0,0
2.2,8.1,1400.0,0
4.4,4.5,1375.0,0
3.4,0.6,200.0,0
