Conc_AP_Lys_100_(mM),Conc_AP_Asp_100_(mM),Phase
6.1,0.4,0
0.9,8.1,1
0.4,2.1,1
3.0,0.4,1
0.5,5.1,0
0.9,0.1,0
8.1,0.7,1
0.7,6.6,1
