Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
0.7,0.5,-1,944690FVT2XZ
0.7,2.4,-1,29407461TCLU
0.6,1.7,-1,647271X9STAM
1.0,0.4,-1,656415229E5P
0.6,0.6,-1,9666244PFWU6
0.8,0.4,-1,166401KF7HVF
0.6,0.5,-1,906946JV0Z2R
0.7,0.4,-1,2494779GQYWA
