Conc_AP_Lys_250_2_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
4.9,2.1,-1,191253HTG4PJ
1.4,8.1,-1,137530GX0OCJ
1.1,3.9,-1,279500PSL6SR
8.1,3.3,-1,1727038ST0TF
2.4,5.9,-1,3197952F9CTG
3.4,3.8,-1,712271EF4V28
6.8,1.9,-1,307109J54VGK
0.8,5.6,-1,7907004YZTF6
