Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
7.5,1.0,0
1.9,8.1,0
0.7,1.4,1
4.1,0.5,0
1.1,4.8,1
2.3,0.6,1
5.9,0.3,0
0.8,3.1,1
