Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
6.5,0.2,850.0,0
0.1,8.1,1525.0,1
8.1,8.0,1250.0,0
0.1,0.1,2000.0,0
0.9,3.8,50.0,0
4.7,8.1,50.0,1
4.0,4.5,1325.0,1
1.7,0.5,875.0,1
8.1,3.2,50.0,0
0.1,8.1,325.0,0
8.1,3.7,1300.0,0
0.1,4.1,1775.0,0
4.1,1.4,100.0,1
4.5,8.1,1400.0,0
0.1,5.2,850.0,0
4.2,1.6,1175.0,1
2.4,6.3,100.0,1
1.6,3.1,1150.0,0
1.3,1.1,200.0,1
6.4,5.9,1350.0,1
1.8,6.1,1350.0,1
6.6,1.2,250.0,1
4.1,0.2,650.0,0
8.1,1.2,1275.0,1
0.1,2.8,575.0,0
5.6,3.2,50.0,1
0.1,1.4,1225.0,1
5.9,3.1,1325.0,0
0.6,5.7,350.0,1
0.2,2.2,2050.0,0
0.1,6.2,1750.0,0
2.4,8.1,1325.0,1
