Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.1,2.8,950.0,0
7.9,5.8,1325.0,0
2.2,7.0,125.0,1
0.1,7.0,1925.0,0
3.7,0.7,200.0,1
3.4,5.8,1325.0,1
4.0,0.7,1100.0,1
0.1,6.4,950.0,1
0.4,0.7,200.0,1
1.0,4.3,1475.0,1
6.4,3.7,1250.0,1
0.1,4.6,500.0,0
1.0,0.7,1025.0,0
1.6,4.0,1025.0,1
0.4,6.1,1550.0,0
2.2,1.0,50.0,1
1.3,0.4,650.0,0
0.1,5.5,2000.0,1
0.1,4.3,875.0,0
0.7,3.4,1250.0,1
0.1,0.7,500.0,1
7.9,4.6,1325.0,0
0.7,2.2,1100.0,1
7.0,4.6,1250.0,1
1.0,5.2,1475.0,1
0.4,3.4,800.0,1
1.9,0.7,1025.0,1
0.1,6.4,1700.0,0
0.7,4.0,950.0,1
1.3,4.6,1100.0,0
1.3,4.9,1325.0,1
0.1,1.0,350.0,1
