Conc_AP_Lys_250_2_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
3.6,4.0,-1,300717KQG510
8.1,8.1,-1,300310C6O4OY
8.1,0.1,-1,103007VSX4P8
0.1,8.1,-1,037377JKNU0K
0.1,0.1,-1,07171794RIR4
7.7,4.1,-1,707100J8TUIL
4.1,8.0,-1,070701NZLFQN
4.1,0.1,-1,377073OF6BWA
