Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.1,4.5,450.0,0
8.1,0.1,2050.0,0
8.1,8.1,50.0,1
5.7,8.1,2050.0,0
8.1,0.5,50.0,0
0.1,0.9,1950.0,0
4.1,0.5,1050.0,0
7.3,3.7,1250.0,1
3.7,3.7,2050.0,0
3.3,6.9,50.0,0
1.3,0.9,50.0,1
1.3,5.7,1350.0,1
7.7,7.7,1250.0,1
8.1,5.3,2050.0,0
8.1,0.1,950.0,0
8.1,4.5,50.0,1
0.9,1.7,1150.0,0
4.9,0.5,250.0,0
8.1,8.1,1850.0,0
0.1,2.1,550.0,1
8.1,8.1,650.0,1
2.1,3.3,1650.0,0
0.9,4.1,950.0,1
6.1,0.1,750.0,0
2.9,2.1,1250.0,0
2.5,2.1,2050.0,0
8.1,3.3,2050.0,0
8.1,6.5,350.0,1
6.9,2.9,50.0,0
1.7,0.5,850.0,1
0.1,5.7,950.0,0
2.5,4.1,1150.0,1
