Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
6.4,7.3,1125.0,1
0.1,0.1,300.0,0
0.1,4.0,2050.0,0
0.4,8.1,50.0,0
8.1,2.1,50.0,0
4.1,2.5,950.0,1
1.5,6.5,1125.0,1
2.4,0.1,1850.0,0
2.0,4.0,50.0,0
8.1,3.3,1325.0,0
0.1,2.9,1000.0,1
4.7,1.9,100.0,1
1.8,0.1,1025.0,0
3.7,8.1,700.0,1
0.1,5.5,500.0,0
4.2,5.3,1225.0,1
6.9,2.0,725.0,1
1.8,2.7,1575.0,0
1.9,2.0,525.0,1
2.6,4.6,700.0,1
0.1,4.8,1450.0,1
0.4,1.5,2025.0,0
8.1,5.8,1400.0,0
1.2,8.1,650.0,1
2.1,6.4,200.0,1
6.2,4.2,1000.0,0
8.1,8.1,825.0,1
0.1,3.3,450.0,0
2.2,4.4,1250.0,1
0.1,1.0,775.0,0
3.7,3.1,450.0,1
2.1,2.2,1075.0,1
