Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
1.3,1.0,1375.0,0
8.1,8.1,1050.0,1
1.0,8.1,75.0,0
6.9,1.6,50.0,0
0.1,7.3,1650.0,1
1.9,3.0,175.0,1
5.8,3.5,1225.0,0
3.9,7.9,1200.0,1
4.1,0.5,700.0,1
0.1,5.5,775.0,0
0.1,3.7,1925.0,0
2.6,4.7,1375.0,1
8.1,3.2,675.0,1
0.1,1.2,650.0,1
0.1,0.2,2050.0,1
1.4,8.1,825.0,1
8.1,5.3,1250.0,0
4.1,1.4,50.0,0
2.2,5.7,50.0,0
3.4,2.4,1125.0,1
5.5,6.0,1375.0,0
6.4,1.4,825.0,1
0.3,5.1,1450.0,1
8.1,3.6,50.0,1
2.3,6.9,1525.0,0
1.9,0.1,875.0,0
0.9,3.4,675.0,1
6.2,8.1,1350.0,0
2.4,1.1,400.0,1
1.1,3.1,1475.0,0
1.2,6.7,450.0,1
0.1,7.0,1125.0,1
