Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
7.3,6.5,1
7.3,0.5,0
8.1,3.7,1
5.7,8.1,1
7.7,2.1,1
8.1,5.3,1
6.9,7.7,1
6.5,6.9,1
