Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
3.4,7.3,1
7.9,0.1,0
0.1,0.4,0
7.9,5.2,1
4.0,2.8,1
0.1,4.6,0
6.4,7.9,1
0.4,7.9,0
