Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
3.4,7.3,-1,4166069L1JBA
7.9,0.1,-1,147224FT7RNV
0.1,0.4,-1,166171N0Z8OT
7.9,5.2,-1,262026K6PXK3
4.0,2.8,-1,677746JILYUB
0.1,4.6,-1,707746DEW2VT
6.4,7.9,-1,2466606CVG4F
0.4,7.9,-1,446662E7S9MV
