Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
0.2,2.3,0
8.1,1.0,0
1.6,8.1,1
4.0,0.8,0
0.9,5.2,0
1.7,0.5,0
6.0,1.1,1
0.5,3.8,0
