Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.7,7.8,1450.0,0
8.1,0.6,250.0,1
0.1,0.1,850.0,1
6.0,0.1,2050.0,0
8.1,7.0,1250.0,0
3.8,7.6,50.0,1
3.7,3.6,1275.0,0
0.3,1.6,2050.0,1
0.2,4.6,375.0,1
3.5,1.3,75.0,0
7.9,2.5,1275.0,1
4.4,7.7,1300.0,1
5.1,0.4,975.0,1
0.2,8.1,325.0,0
0.6,4.5,1625.0,1
6.2,3.0,75.0,1
0.4,1.6,175.0,0
0.1,3.0,1000.0,1
6.1,5.1,1325.0,1
2.5,1.0,1150.0,0
0.1,6.0,950.0,0
2.5,6.1,1350.0,0
7.6,0.4,950.0,0
2.2,5.7,75.0,1
5.7,0.5,325.0,1
5.7,2.5,1225.0,0
0.1,1.2,1325.0,0
1.9,3.1,50.0,0
1.8,4.3,1100.0,0
8.1,4.5,1275.0,1
8.0,0.1,2025.0,0
1.6,0.3,375.0,1
