Conc_AP_Lys_250_2_(mM),Conc_AP_Asp_100_2_(mM),Phase,Barcode
7.0,3.4,-1,763141L4Y672
0.4,7.8,-1,227360V2LMQP
0.7,1.1,-1,43461486W2NB
3.9,2.1,-1,332246DJVC41
0.3,4.4,-1,347027DIYF6K
2.5,1.0,-1,37313368MZ61
0.4,6.1,-1,777633BSS8C8
0.2,2.7,-1,472740YMKN4B
