Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
3.3,0.4,-1,477568NXGTQK
2.3,8.1,-1,488148DLP8RE
8.1,1.2,-1,4878545GRI3Y
1.0,4.0,-1,486467GWCIXI
5.8,0.3,-1,176422ZWLKR9
1.2,1.6,-1,88748731GMBM
1.5,6.1,-1,2577788SFRW6
4.6,0.7,-1,248616HL32QL
