Conc_AP_Lys_100_(mM),Conc_AP_Asp_30_(mM),Phase,Barcode
1.4,0.4,-1,43444356W1KV
0.3,8.0,-1,182424GGNEHQ
8.1,2.9,-1,3127237IP8PK
0.3,4.2,-1,809422PNELDJ
4.7,1.8,-1,4433376LHY27
0.2,2.1,-1,313418B1ATO9
0.3,6.1,-1,231991BX199C
3.0,1.2,-1,903482WH2E4O
