Conc_AP_Lys_20_2_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
3.7,7.5,-1,791707NE0ZA2
0.7,0.5,-1,344139GJME6H
8.1,1.3,-1,474179F6D5A8
2.0,4.1,-1,414003VXZD3W
4.4,0.6,-1,449970MRL71L
1.0,2.4,-1,733190BVAO1Y
2.6,5.9,-1,3409179P86O8
6.3,0.8,-1,477417VGU3UE
