Conc_AP_Lys_250_2_(mM),Conc_AP_Asp_100_2_(mM),Phase,Barcode
8.1,3.3,-1,7977709OBEQ4
0.1,8.1,-1,997739LY62GS
0.7,0.1,-1,709976KEHSQO
5.6,8.1,-1,076703OTR2C6
3.3,4.0,-1,03607188O8CQ
5.2,0.1,-1,0160377NTVO3
0.1,4.8,-1,773707ZYN5UX
8.1,6.4,-1,373737W5ONRA
