Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
2.6,0.4,0
2.0,8.1,1
8.1,1.1,1
0.9,4.1,1
5.5,0.8,0
0.3,1.4,0
1.4,6.0,1
1.1,0.2,0
