Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
1.5,4.6,1150.0,0
8.1,0.7,225.0,1
8.0,7.8,1250.0,1
3.7,7.9,50.0,0
1.0,0.5,100.0,0
4.9,3.3,2050.0,0
4.2,0.5,1050.0,0
0.1,7.6,2000.0,1
8.0,2.7,1275.0,0
0.1,0.4,1275.0,0
3.7,8.1,1300.0,0
1.2,4.6,125.0,0
4.8,2.8,50.0,0
0.1,8.1,400.0,1
5.1,5.1,1350.0,0
0.2,2.5,675.0,1
0.1,4.6,1800.0,1
7.1,0.4,900.0,0
7.6,3.4,50.0,1
3.6,0.4,375.0,1
3.5,2.9,1250.0,0
0.8,6.9,1400.0,0
0.2,6.1,775.0,0
7.6,5.4,1300.0,0
0.2,2.8,1400.0,1
1.6,0.4,700.0,0
5.9,0.4,400.0,1
1.7,6.8,150.0,1
5.8,2.3,1225.0,0
6.0,7.1,1375.0,1
2.1,1.3,1175.0,0
2.8,6.2,1350.0,0
