Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
3.7,0.4,1000.0,0
0.1,7.7,2000.0,0
3.6,8.1,75.0,1
8.1,5.7,1275.0,1
8.1,2.3,100.0,0
0.2,3.9,375.0,1
3.3,5.2,1325.0,0
8.1,1.1,1275.0,0
0.1,2.3,1350.0,0
3.9,2.1,50.0,1
0.1,7.7,425.0,0
0.8,0.4,225.0,1
5.6,8.1,1350.0,0
5.6,3.0,1250.0,0
6.0,0.4,450.0,1
0.1,4.7,1825.0,0
2.7,8.1,1375.0,0
0.1,5.7,950.0,0
2.3,5.4,50.0,0
0.3,0.1,900.0,0
2.7,2.7,1200.0,1
5.7,5.5,1350.0,0
0.5,7.1,1425.0,1
8.1,0.3,725.0,0
1.6,2.5,50.0,0
7.9,8.0,1275.0,0
6.1,0.5,1025.0,1
5.9,3.2,50.0,1
0.9,3.6,925.0,1
3.0,0.4,325.0,0
7.7,3.5,1250.0,1
0.1,2.1,625.0,0
