Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
1.0,2.3,-1,147794BD2PB6
8.1,0.9,-1,059459H2BR9X
1.7,8.1,-1,5877478P739G
4.5,1.3,-1,598504JMIP51
1.3,5.2,-1,971592E1JDO4
2.4,0.7,-1,447517BM8W9W
6.3,1.5,-1,147555M5XKXB
0.7,3.8,-1,5715559Z66ED
