Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
1.0,2.3,1
8.1,0.9,0
1.7,8.1,1
4.5,1.3,1
1.3,5.2,1
2.4,0.7,1
6.3,1.5,1
0.7,3.8,1
