Conc_AP_Lys_20_2_(mM),Conc_AP_Asp_30_2_(mM),Phase,Barcode
1.3,3.7,-1,308710HTNOJ5
8.1,8.1,-1,807877CJ9THN
8.1,0.1,-1,310108Z99NVY
3.3,8.1,-1,363630X6EI0T
5.9,4.1,-1,301006O1CY78
3.7,0.1,-1,0133117Q01QR
0.1,0.3,-1,137331WTNFRZ
0.1,6.9,-1,36760357ZSLS
