Conc_AP_Lys_100_(mM),Conc_AP_Asp_100_(mM),Phase,Barcode
0.3,4.0,-1,050308H62XMV
8.1,0.4,-1,1202805GVNJN
3.4,0.4,-1,2959503W79M2
1.3,8.1,-1,703722RPXARH
0.3,0.8,-1,599559C9VGHH
5.7,0.6,-1,27273223ZXMJ
0.7,6.1,-1,177252R9U1QO
0.5,2.4,-1,438024S6M27H
