Conc_AP_Lys_100_(mM),Conc_AP_Asp_100_(mM),Phase
0.3,4.0,0
8.1,0.4,0
3.4,0.4,0
1.3,8.1,1
0.3,0.8,0
5.7,0.6,1
0.7,6.1,1
0.5,2.4,1
