Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
1.0,5.2,500.0,1
8.1,0.1,1325.0,0
0.3,0.1,2050.0,0
8.1,8.1,1125.0,1
6.9,3.6,50.0,1
0.1,8.1,1750.0,0
0.1,0.1,125.0,0
4.7,4.1,1400.0,0
4.7,8.1,50.0,1
4.3,0.5,650.0,1
0.1,3.8,1500.0,1
3.8,8.1,1300.0,0
0.8,0.3,1075.0,0
8.1,7.0,75.0,1
8.1,4.8,1425.0,0
8.1,0.9,475.0,1
2.0,2.7,50.0,1
1.6,8.1,250.0,1
2.2,5.7,1350.0,0
0.2,2.5,625.0,1
2.4,2.6,1200.0,1
5.6,1.4,1250.0,0
3.1,5.7,50.0,1
6.1,6.7,1475.0,0
4.7,2.0,100.0,1
1.9,0.4,525.0,1
7.8,2.5,1300.0,0
0.5,1.5,1575.0,0
6.5,0.2,825.0,0
0.1,7.2,600.0,1
0.2,6.0,1575.0,1
0.1,4.5,975.0,1
