Conc_SIGMA_Asp_250_(mM),Conc_AP_Lys_100_(mM),Conc_NaCl_(mM),Phase
0.0625,1.6,900.0,0
7.6,5.6,1500.0,1
6.4,0.0625,800.0,1
2.0,7.6,1100.0,0
4.0,3.2,1200.0,0
4.8,7.6,1500.0,0
0.125,5.2,800.0,1
3.2,0.25,900.0,1
7.6,2.4,1200.0,1
2.0,4.8,1100.0,1
0.25,7.6,800.0,1
5.6,1.6,1100.0,0
2.0,2.0,1000.0,1
0.8,3.6,900.0,0
5.6,6.0,1500.0,1
3.6,1.6,1100.0,1
