Conc_SIGMA_Asp_250_(mM),Conc_AP_Lys_100_(mM),Conc_NaCl_(mM),Phase
0.5,0.25,1000,0
7.6,6.0,2000,0
7.6,0.5,500,1
1.2,7.6,1200,0
4.4,3.2,1200,1
3.6,7.6,2000,0
0.0625,4.0,900,0
4.0,0.0625,800,0
7.6,3.2,1500,0
3.2,5.6,1500,0
6.8,2.0,1000,1
2.0,2.4,1000,1
5.2,6.0,2000,0
2.0,4.4,1200,0
5.6,4.4,1500,0
0.0625,6.4,900,0
6.0,0.5,800,1
4.8,1.6,1000,1
